Step; State; Reward
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
17; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
18; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
19; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
20; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
21; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
22; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
23; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
24; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
25; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
26; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
27; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
28; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
29; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
30; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
31; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
32; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
33; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
34; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
35; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
36; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
37; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
38; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
39; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
40; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
41; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
42; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
43; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
44; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
45; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
46; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
47; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
48; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
49; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
50; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
51; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
52; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
53; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
54; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
55; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
56; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
57; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
58; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
59; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
60; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
61; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
62; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
63; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
64; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
65; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
66; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
67; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
68; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
69; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
70; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
71; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
72; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
73; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
74; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
75; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
76; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
77; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
78; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
79; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
80; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
81; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
82; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
83; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
84; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
85; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
86; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
87; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
88; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
89; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
90; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
91; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
92; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
93; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
94; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
95; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
96; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
97; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
98; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
99; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
100; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
101; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
102; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
103; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
104; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
105; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
106; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
107; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
108; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
109; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
110; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
111; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
112; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
113; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
114; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
115; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
116; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
117; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
118; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
119; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
120; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
121; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
122; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
123; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
124; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
125; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
126; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
127; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
128; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
129; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
130; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
131; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
132; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [100.001]; EF
133; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
  0.         0.36061287 5.07486916 0.        ]]; [-105.29]; MF
134; [[9.62871742 7.39127064 0.         5.4231205  5.35966206 0.
  8.10367298 8.03586006 0.74390602 6.15215015 6.50344086 4.73972034
