Timestep;Transferred Bytes;Bandwidth (Mbps)
0.0;311296.0;2.49
1.0;137216.0;1.1
2.0;130048.0;1.04
3.0;195584.0;1.56
4.0;130048.0;1.04
5.0;130048.0;1.04
6.01;325632.0;2.63
7.0;325632.0;2.61
8.0;586752.0;4.69
9.0;0.0;0.0
10.0;261120.0;2.08
11.0;0.0;0.0
12.0;325632.0;2.61
13.0;0.0;0.0
14.0;0.0;0.0
15.0;0.0;0.0
16.0;65126.4;0.5087890625
17.0;0.0;0.0
18.0;130048.0;1.04
19.0;391168.0;3.13
20.0;130048.0;1.04
21.0;65126.4;0.5087890625
22.0;0.0;0.0
23.0;130048.0;1.04
24.0;130048.0;1.04
25.0;0.0;0.0
26.0;0.0;0.0
27.0;65126.4;0.5087890625
28.0;65126.4;0.5087890625
29.0;0.0;0.0
30.0;0.0;0.0
31.0;0.0;0.0
32.0;0.0;0.0
33.0;0.0;0.0
34.0;0.0;0.0
35.0;65126.4;0.5087890625
36.0;65126.4;0.5087890625
37.0;65126.4;0.5087890625
38.0;0.0;0.0
39.0;0.0;0.0
40.0;0.0;0.0
41.0;0.0;0.0
42.0;65126.4;0.5087890625
43.0;65126.4;0.5087890625
44.0;0.0;0.0
45.0;65126.4;0.5087890625
46.0;0.0;0.0
47.0;0.0;0.0
48.0;0.0;0.0
49.0;65126.4;0.5087890625
50.0;0.0;0.0
51.0;0.0;0.0
52.0;0.0;0.0
53.0;0.0;0.0
54.0;0.0;0.0
55.0;0.0;0.0
56.0;0.0;0.0
57.0;0.0;0.0
58.0;0.0;0.0
59.0;0.0;0.0
60.0;65126.4;0.5087890625
61.0;0.0;0.0
62.0;0.0;0.0
63.0;0.0;0.0
64.0;0.0;0.0
65.0;0.0;0.0
66.0;0.0;0.0
67.0;0.0;0.0
68.0;0.0;0.0
69.0;0.0;0.0
70.0;0.0;0.0
71.0;0.0;0.0
72.0;0.0;0.0
73.0;0.0;0.0
74.0;0.0;0.0
75.0;0.0;0.0
76.0;0.0;0.0
77.0;0.0;0.0
78.0;0.0;0.0
79.0;0.0;0.0
80.0;0.0;0.0
81.0;0.0;0.0
82.0;0.0;0.0
83.0;0.0;0.0
84.0;0.0;0.0
85.0;0.0;0.0
86.0;0.0;0.0
87.0;0.0;0.0
88.0;0.0;0.0
89.0;0.0;0.0
90.0;0.0;0.0
91.0;65126.4;0.5087890625
92.0;65126.4;0.5087890625
93.0;65126.4;0.5087890625
94.0;65126.4;0.5087890625
95.0;195584.0;1.56
96.0;130048.0;1.04
97.0;391168.0;3.13
98.0;782336.0;6.26
99.0;455680.0;3.65
100.0;1300234.24;10.4
101.0;1310720.0;10.5
102.0;839680.0;6.72
103.0;0.0;0.0
104.0;0.0;0.0
105.0;130048.0;1.04
106.0;846848.0;6.78
107.0;391168.0;3.13
108.0;716800.0;5.73
109.0;651264.0;5.21
110.0;1042432.0;8.34
111.0;1237319.68;9.91
112.0;1111490.56;8.86
113.0;1111490.56;8.86
114.0;1174405.12;9.39
115.0;1111490.56;8.86
116.0;1174405.12;9.37
117.0;1111490.56;8.87
118.0;1111490.56;8.86
119.0;1174405.12;9.38
120.0;1111490.56;8.87
121.0;1111490.56;8.86
122.0;1111490.56;8.86
123.0;1042432.0;8.34
124.0;1111490.56;8.86
125.0;1174405.12;9.38
126.0;1310720.0;10.5
127.0;2621440.0;21.0
128.0;1310720.0;10.5
129.0;1310720.0;10.5
130.0;2621440.0;21.0
131.0;2621440.0;21.0
132.0;2621440.0;21.0
133.0;1310720.0;10.5
134.0;1310720.0;10.5
135.0;1310720.0;10.5
136.0;1310720.0;10.5
137.0;1310720.0;10.5
138.0;1310720.0;10.5
139.0;1310720.0;10.5
140.0;60108.8;0.4697265625
141.0;0.0;0.0
142.0;0.0;0.0
143.0;1310720.0;10.5
144.0;5242880.0;42.0
145.0;27545.6;0.21484375
146.0;0.0;0.0
147.0;2621440.0;21.0
148.0;1310720.0;10.5
149.0;1310720.0;10.5
150.0;1310720.0;10.5
151.0;1310720.0;10.5
152.0;671744.0;5.37
153.0;0.0;0.0
154.0;0.0;0.0
155.0;0.0;0.0
156.0;782336.0;6.25
157.0;912384.0;7.3
158.0;5242880.0;42.0
159.0;1310720.0;10.5
160.0;1310720.0;10.5
161.0;1310720.0;10.5
162.0;1310720.0;10.5
163.0;4997.12;0.0390625
164.0;0.0;0.0
165.0;261120.0;2.08
166.0;130048.0;1.04
167.0;65126.4;0.5087890625
168.0;782336.0;6.25
169.0;1042432.0;8.34
170.0;5242880.0;42.0
171.0;1310720.0;10.5
172.0;1310720.0;10.5
173.0;1310720.0;10.5
174.0;1310720.0;10.5
175.0;591872.0;4.73
176.0;130048.0;1.04
177.0;0.0;0.0
178.0;0.0;0.0
179.0;65126.4;0.509765625
180.0;455680.0;3.65
181.0;1310720.0;10.5
182.0;1310720.0;10.5
183.0;1310720.0;10.5
184.0;1310720.0;10.5
185.0;1310720.0;10.5
186.0;1310720.0;10.5
187.0;606208.0;4.85
188.0;0.0;0.0
189.0;0.0;0.0
190.0;0.0;0.0
191.0;0.0;0.0
192.0;325632.0;2.61
193.0;261120.0;2.09
194.0;0.0;0.0
195.0;0.0;0.0
196.0;0.0;0.0
197.0;65126.4;0.5087890625
198.0;261120.0;2.09
199.0;325632.0;2.61
200.0;2621440.0;21.0
201.0;1310720.0;10.5
202.0;1310720.0;10.5
203.0;1310720.0;10.5
204.0;483328.0;3.87
205.0;0.0;0.0
206.0;0.0;0.0
207.0;0.0;0.0
208.0;0.0;0.0
209.0;325632.0;2.61
210.0;130048.0;1.04
211.0;716800.0;5.74
212.0;521216.0;4.17
213.0;1310720.0;10.5
214.0;1310720.0;10.5
215.0;1310720.0;10.5
216.0;1080033.28;8.67
217.0;0.0;0.0
218.0;130048.0;1.04
