Timestep;Transferred Bytes;Bandwidth (Mbps)
1.1;0.0;0.0
2.0;14438.4;0.11328125
3.0;240640.0;1.92
4.0;7239.68;0.0560546875
5.01;716800.0;5.79
6.0;195584.0;1.56
7.0;130048.0;1.05
8.0;65126.4;0.5087890625
9.0;391168.0;3.13
10.0;65126.4;0.5087890625
11.0;0.0;0.0
12.0;325632.0;2.6
13.0;195584.0;1.57
14.0;65126.4;0.5087890625
15.0;130048.0;1.04
16.0;65126.4;0.5087890625
17.0;0.0;0.0
18.0;0.0;0.0
19.0;65126.4;0.5087890625
20.0;0.0;0.0
21.0;65126.4;0.5087890625
22.0;0.0;0.0
23.0;325632.0;2.61
24.0;195584.0;1.56
25.0;130048.0;1.04
26.0;65126.4;0.5087890625
27.0;65126.4;0.509765625
28.0;0.0;0.0
29.0;130048.0;1.04
30.0;65126.4;0.509765625
31.0;0.0;0.0
32.0;0.0;0.0
33.0;0.0;0.0
34.0;130048.0;1.04
35.0;0.0;0.0
36.0;65126.4;0.5087890625
37.0;0.0;0.0
38.0;0.0;0.0
39.0;65126.4;0.5087890625
40.0;0.0;0.0
41.0;0.0;0.0
42.0;65126.4;0.509765625
43.0;0.0;0.0
44.0;0.0;0.0
45.0;0.0;0.0
46.0;0.0;0.0
47.0;0.0;0.0
48.0;0.0;0.0
49.0;65126.4;0.5087890625
50.0;0.0;0.0
51.0;0.0;0.0
52.0;0.0;0.0
53.0;0.0;0.0
54.0;65126.4;0.509765625
55.0;0.0;0.0
56.0;65126.4;0.5087890625
57.0;0.0;0.0
58.0;0.0;0.0
59.0;195584.0;1.56
60.0;130048.0;1.04
61.0;65126.4;0.5087890625
62.0;130048.0;1.04
63.0;65126.4;0.509765625
64.0;65126.4;0.5087890625
65.0;130048.0;1.04
66.0;65126.4;0.5087890625
67.0;65126.4;0.509765625
68.0;0.0;0.0
69.0;195584.0;1.56
70.0;0.0;0.0
71.0;0.0;0.0
72.0;0.0;0.0
73.04;0.0;0.0
74.58;0.0;0.0
75.04;65126.4;0.5263671875
76.0;0.0;0.0
77.0;0.0;0.0
78.0;65126.4;0.5087890625
79.0;0.0;0.0
80.0;0.0;0.0
81.0;0.0;0.0
82.0;0.0;0.0
83.0;0.0;0.0
84.0;0.0;0.0
85.0;0.0;0.0
86.0;0.0;0.0
87.0;0.0;0.0
88.0;65126.4;0.5087890625
89.0;65126.4;0.5087890625
90.0;0.0;0.0
91.0;0.0;0.0
92.0;0.0;0.0
93.0;0.0;0.0
94.0;0.0;0.0
95.0;0.0;0.0
96.0;0.0;0.0
97.0;0.0;0.0
98.0;65126.4;0.5087890625
99.0;521216.0;4.17
100.0;65126.4;0.5087890625
101.0;0.0;0.0
102.0;0.0;0.0
103.0;0.0;0.0
104.0;0.0;0.0
105.0;0.0;0.0
106.0;0.0;0.0
107.01;0.0;0.0
108.0;65126.4;0.509765625
109.0;0.0;0.0
110.0;455680.0;3.65
111.0;65126.4;0.5087890625
112.0;65126.4;0.5087890625
113.0;0.0;0.0
114.0;65126.4;0.5087890625
115.0;130048.0;1.04
116.0;65126.4;0.509765625
