Step; State; Reward
0; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
3; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
4; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
5; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
6; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
7; [[9.43298340e-02 8.63136292e-01 1.14440918e-04 3.00455093e-02
  9.32157898 9.29847717 0.40023422 9.29847717 9.29847717 0.
  0.         0.         0.         0.        ]]; [0.]
48; [[0.40033531 9.0605278  0.         0.40004826 0.         0.
  9.32157898 9.29847717 0.40023422 9.29847717 9.29847717 0.
  0.         0.         0.         0.        ]]; [0.]
49; [[0.40033531 9.0605278  0.         0.40004826 0.         0.
  9.32157898 9.29847717 0.40023422 9.29847717 9.29847717 0.
  0.         0.         0.         0.        ]]; [0.]
50; [[0.40033531 9.0605278  0.         0.40004826 0.         0.
  9.32157898 9.29847717 0.40023422 9.29847717 9.29847717 0.
  0.         0.         0.         0.        ]]; [0.]
51; [[2.07397461e-01 9.61508560e+00 1.14440918e-04 2.07370758e-01
  1.14440918e-04 1.14440918e-04 9.31245232e+00 9.32181931e+00
  2.07370758e-01 9.32169342e+00 9.32169342e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
52; [[2.07397461e-01 9.61508560e+00 1.14440918e-04 2.07370758e-01
  1.14440918e-04 1.14440918e-04 9.31245232e+00 9.32181931e+00
  2.07370758e-01 9.32169342e+00 9.32169342e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
53; [[2.07397461e-01 9.61508560e+00 1.14440918e-04 2.07370758e-01
  1.14440918e-04 1.14440918e-04 9.31245232e+00 9.32181931e+00
  2.07370758e-01 9.32169342e+00 9.32169342e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
54; [[2.07397461e-01 9.61508560e+00 1.14440918e-04 2.07370758e-01
  1.14440918e-04 1.14440918e-04 9.31245232e+00 9.32181931e+00
  2.07370758e-01 9.32169342e+00 9.32169342e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
55; [[2.07397461e-01 9.61508560e+00 1.14440918e-04 2.07370758e-01
  1.14440918e-04 1.14440918e-04 9.31245232e+00 9.32181931e+00
  2.07370758e-01 9.32169342e+00 9.32169342e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
56; [[0.39529705 9.5618372  0.         0.39280701 0.         0.
  9.3816433  9.3816433  0.39233398 9.3816433  9.3816433  0.
  0.         0.         0.         0.        ]]; [0.]
57; [[0.39529705 9.5618372  0.         0.39280701 0.         0.
  9.3816433  9.3816433  0.39233398 9.3816433  9.3816433  0.
  0.         0.         0.         0.        ]]; [0.]
58; [[0.39529705 9.5618372  0.         0.39280701 0.         0.
  9.3816433  9.3816433  0.39233398 9.3816433  9.3816433  0.
  0.         0.         0.         0.        ]]; [0.]
59; [[0.39529705 9.5618372  0.         0.39280701 0.         0.
  9.3816433  9.3816433  0.39233398 9.3816433  9.3816433  0.
  0.         0.         0.         0.        ]]; [0.]
60; [[0.39529705 9.5618372  0.         0.39280701 0.         0.
  9.3816433  9.3816433  0.39233398 9.3816433  9.3816433  0.
  0.         0.         0.         0.        ]]; [0.]
61; [[0.31514549 9.90007019 0.         0.40186119 0.         0.
  9.36077499 9.33454895 0.40114403 9.33312988 9.33312988 0.
  0.         0.         0.         0.        ]]; [0.]
62; [[0.31514549 9.90007019 0.         0.40186119 0.         0.
  9.36077499 9.33454895 0.40114403 9.33312988 9.33312988 0.
  0.         0.         0.         0.        ]]; [0.]
63; [[0.31514549 9.90007019 0.         0.40186119 0.         0.
  9.36077499 9.33454895 0.40114403 9.33312988 9.33312988 0.
  0.         0.         0.         0.        ]]; [0.]
64; [[0.31514549 9.90007019 0.         0.40186119 0.         0.
  9.36077499 9.33454895 0.40114403 9.33312988 9.33312988 0.
  0.         0.         0.         0.        ]]; [0.]
65; [[4.68891144e-01 1.13501873e+01 1.43051147e-04 4.90945816e-01
  1.43051147e-04 1.43051147e-04 1.15787945e+01 1.13518410e+01
  4.92307663e-01 1.13460178e+01 1.13460178e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
66; [[4.68891144e-01 1.13501873e+01 1.43051147e-04 4.90945816e-01
  1.43051147e-04 1.43051147e-04 1.15787945e+01 1.13518410e+01
  4.92307663e-01 1.13460178e+01 1.13460178e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
67; [[4.68891144e-01 1.13501873e+01 1.43051147e-04 4.90945816e-01
  1.43051147e-04 1.43051147e-04 1.15787945e+01 1.13518410e+01
  4.92307663e-01 1.13460178e+01 1.13460178e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
68; [[4.68891144e-01 1.13501873e+01 1.43051147e-04 4.90945816e-01
  1.43051147e-04 1.43051147e-04 1.15787945e+01 1.13518410e+01
  4.92307663e-01 1.13460178e+01 1.13460178e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
69; [[4.68891144e-01 1.13501873e+01 1.43051147e-04 4.90945816e-01
  1.43051147e-04 1.43051147e-04 1.15787945e+01 1.13518410e+01
  4.92307663e-01 1.13460178e+01 1.13460178e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
70; [[ 0.26133728 12.02160263  0.          0.26141739  0.          0.
  11.64339066 11.65494156  0.26166916 11.65486145 11.65486145  0.
   0.          0.          0.          0.        ]]; [0.]
71; [[ 0.26133728 12.02160263  0.          0.26141739  0.          0.
  11.64339066 11.65494156  0.26166916 11.65486145 11.65486145  0.
   0.          0.          0.          0.        ]]; [0.]
72; [[ 0.26133728 12.02160263  0.          0.26141739  0.          0.
  11.64339066 11.65494156  0.26166916 11.65486145 11.65486145  0.
   0.          0.          0.          0.        ]]; [0.]
73; [[ 0.26133728 12.02160263  0.          0.26141739  0.          0.
  11.64339066 11.65494156  0.26166916 11.65486145 11.65486145  0.
   0.          0.          0.          0.        ]]; [0.]
74; [[ 0.26133728 12.02160263  0.          0.26141739  0.          0.
  11.64339066 11.65494156  0.26166916 11.65486145 11.65486145  0.
   0.          0.          0.          0.        ]]; [0.]
75; [[0.34883404 9.9083643  0.         0.34883404 0.         0.
  9.34468079 9.34699059 0.34883404 9.34699059 9.34699059 0.
  0.         0.         0.         0.        ]]; [0.]
76; [[0.34883404 9.9083643  0.         0.34883404 0.         0.
  9.34468079 9.34699059 0.34883404 9.34699059 9.34699059 0.
  0.         0.         0.         0.        ]]; [0.]
77; [[0.34883404 9.9083643  0.         0.34883404 0.         0.
  9.34468079 9.34699059 0.34883404 9.34699059 9.34699059 0.
  0.         0.         0.         0.        ]]; [0.]
78; [[0.34883404 9.9083643  0.         0.34883404 0.         0.
  9.34468079 9.34699059 0.34883404 9.34699059 9.34699059 0.
  0.         0.         0.         0.        ]]; [0.]
79; [[0.34883404 9.9083643  0.         0.34883404 0.         0.
  9.34468079 9.34699059 0.34883404 9.34699059 9.34699059 0.
  0.         0.         0.         0.        ]]; [0.]
80; [[3.15404892e-01 1.00447798e+01 1.14440918e-04 3.15278053e-01
  1.14440918e-04 1.14440918e-04 9.35403538e+00 9.36109257e+00
  3.15278053e-01 9.36096573e+00 9.36096573e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
81; [[3.15404892e-01 1.00447798e+01 1.14440918e-04 3.15278053e-01
  1.14440918e-04 1.14440918e-04 9.35403538e+00 9.36109257e+00
  3.15278053e-01 9.36096573e+00 9.36096573e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
82; [[3.15404892e-01 1.00447798e+01 1.14440918e-04 3.15278053e-01
  1.14440918e-04 1.14440918e-04 9.35403538e+00 9.36109257e+00
  3.15278053e-01 9.36096573e+00 9.36096573e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
83; [[3.15404892e-01 1.00447798e+01 1.14440918e-04 3.15278053e-01
  1.14440918e-04 1.14440918e-04 9.35403538e+00 9.36109257e+00
  3.15278053e-01 9.36096573e+00 9.36096573e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
84; [[3.15404892e-01 1.00447798e+01 1.14440918e-04 3.15278053e-01
  1.14440918e-04 1.14440918e-04 9.35403538e+00 9.36109257e+00
  3.15278053e-01 9.36096573e+00 9.36096573e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
85; [[ 0.52911377 11.05421448  0.          0.528862    0.          0.
  11.63464737 11.67218781  0.528862   11.67218781 11.67218781  0.
   0.          0.          0.          0.        ]]; [0.]
86; [[ 0.52911377 11.05421448  0.          0.528862    0.          0.
  11.63464737 11.67218781  0.528862   11.67218781 11.67218781  0.
   0.          0.          0.          0.        ]]; [0.]
87; [[ 0.52911377 11.05421448  0.          0.528862    0.          0.
  11.63464737 11.67218781  0.528862   11.67218781 11.67218781  0.
   0.          0.          0.          0.        ]]; [0.]
88; [[ 0.52911377 11.05421448  0.          0.528862    0.          0.
  11.63464737 11.67218781  0.528862   11.67218781 11.67218781  0.
   0.          0.          0.          0.        ]]; [0.]
89; [[0.20960045 9.77681255 0.         0.20980167 0.         0.
  9.39101219 9.39556885 0.20970154 9.395504   9.395504   0.
  0.         0.         0.         0.        ]]; [0.]
90; [[0.20960045 9.77681255 0.         0.20980167 0.         0.
  9.39101219 9.39556885 0.20970154 9.395504   9.395504   0.
  0.         0.         0.         0.        ]]; [0.]
91; [[0.20960045 9.77681255 0.         0.20980167 0.         0.
  9.39101219 9.39556885 0.20970154 9.395504   9.395504   0.
  0.         0.         0.         0.        ]]; [0.]
92; [[0.20960045 9.77681255 0.         0.20980167 0.         0.
  9.39101219 9.39556885 0.20970154 9.395504   9.395504   0.
  0.         0.         0.         0.        ]]; [0.]
93; [[0.20960045 9.77681255 0.         0.20980167 0.         0.
  9.39101219 9.39556885 0.20970154 9.395504   9.395504   0.
  0.         0.         0.         0.        ]]; [0.]
94; [[3.13808441e-01 9.41178989e+00 1.14440918e-04 3.13538551e-01
  1.14440918e-04 1.14440918e-04 9.34017467e+00 9.34498596e+00
  3.13352585e-01 9.34479523e+00 9.34479523e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
95; [[3.13808441e-01 9.41178989e+00 1.14440918e-04 3.13538551e-01
  1.14440918e-04 1.14440918e-04 9.34017467e+00 9.34498596e+00
  3.13352585e-01 9.34479523e+00 9.34479523e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
96; [[3.13808441e-01 9.41178989e+00 1.14440918e-04 3.13538551e-01
  1.14440918e-04 1.14440918e-04 9.34017467e+00 9.34498596e+00
  3.13352585e-01 9.34479523e+00 9.34479523e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
97; [[3.13808441e-01 9.41178989e+00 1.14440918e-04 3.13538551e-01
  1.14440918e-04 1.14440918e-04 9.34017467e+00 9.34498596e+00
  3.13352585e-01 9.34479523e+00 9.34479523e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
98; [[3.13808441e-01 9.41178989e+00 1.14440918e-04 3.13538551e-01
  1.14440918e-04 1.14440918e-04 9.34017467e+00 9.34498596e+00
  3.13352585e-01 9.34479523e+00 9.34479523e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [0.]
99; [[0.33534527 9.71199894 0.         0.33196354 0.         0.
  9.34930038 9.31002808 0.33446598 9.31002808 9.31002808 0.
  0.         0.         0.         0.        ]]; [0.]
100; [[0.33534527 9.71199894 0.         0.33196354 0.         0.
  9.34930038 9.31002808 0.33446598 9.31002808 9.31002808 0.
  0.         0.         0.         0.        ]]; [0.]
101; [[0.33534527 9.71199894 0.         0.33196354 0.         0.
  9.34930038 9.31002808 0.33446598 9.31002808 9.31002808 0.
  0.         0.         0.         0.        ]]; [0.]
102; [[0.33534527 9.71199894 0.         0.33196354 0.         0.
  9.34930038 9.31002808 0.33446598 9.31002808 9.31002808 0.
  0.         0.         0.         0.        ]]; [0.]
103; [[0.33534527 9.71199894 0.         0.33196354 0.         0.
  9.34930038 9.31002808 0.33446598 9.31002808 9.31002808 0.
  0.         0.         0.         0.        ]]; [0.]
104; [[ 0.52856445 11.52780151  0.          0.53297043  0.          0.
  11.66352463 11.70972824  0.53020096 11.70972824 11.70972824  0.
   0.          0.          0.          0.        ]]; [0.]
105; [[ 0.52856445 11.52780151  0.          0.53297043  0.          0.
  11.66352463 11.70972824  0.53020096 11.70972824 11.70972824  0.
   0.          0.          0.          0.        ]]; [0.]
106; [[ 0.52856445 11.52780151  0.          0.53297043  0.          0.
  11.66352463 11.70972824  0.53020096 11.70972824 11.70972824  0.
   0.          0.          0.          0.        ]]; [0.]
107; [[ 0.52856445 11.52780151  0.          0.53297043  0.          0.
  11.66352463 11.70972824  0.53020096 11.70972824 11.70972824  0.
   0.          0.          0.          0.        ]]; [0.]
108; [[ 0.52856445 11.52780151  0.          0.53297043  0.          0.
  11.66352463 11.70972824  0.53020096 11.70972824 11.70972824  0.
   0.          0.          0.          0.        ]]; [0.]
109; [[2.65357971e-01 1.21401424e+01 1.43051147e-04 2.61732101e-01
  1.43051147e-04 1.43051147e-04 1.16809940e+01 1.16984787e+01
  2.61732101e-01 1.16983204e+01 1.16983204e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
110; [[2.65357971e-01 1.21401424e+01 1.43051147e-04 2.61732101e-01
  1.43051147e-04 1.43051147e-04 1.16809940e+01 1.16984787e+01
  2.61732101e-01 1.16983204e+01 1.16983204e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
111; [[2.65357971e-01 1.21401424e+01 1.43051147e-04 2.61732101e-01
  1.43051147e-04 1.43051147e-04 1.16809940e+01 1.16984787e+01
  2.61732101e-01 1.16983204e+01 1.16983204e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
112; [[2.65357971e-01 1.21401424e+01 1.43051147e-04 2.61732101e-01
  1.43051147e-04 1.43051147e-04 1.16809940e+01 1.16984787e+01
  2.61732101e-01 1.16983204e+01 1.16983204e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
113; [[2.65357971e-01 1.21401424e+01 1.43051147e-04 2.61732101e-01
  1.43051147e-04 1.43051147e-04 1.16809940e+01 1.16984787e+01
  2.61732101e-01 1.16983204e+01 1.16983204e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [0.]
114; [[ 0.23158836 10.28261375  0.          0.23152447  0.          0.
   9.35854149  9.35623169  0.23138046  9.35623169  9.35623169  0.
   0.          0.          0.          0.        ]]; [0.]
115; [[ 0.23158836 10.28261375  0.          0.23152447  0.          0.
   9.35854149  9.35623169  0.23138046  9.35623169  9.35623169  0.
   0.          0.          0.          0.        ]]; [0.]
116; [[ 0.23158836 10.28261375  0.          0.23152447  0.          0.
   9.35854149  9.35623169  0.23138046  9.35623169  9.35623169  0.
   0.          0.          0.          0.        ]]; [0.]
117; [[ 0.23158836 10.28261375  0.          0.23152447  0.          0.
   9.35854149  9.35623169  0.23138046  9.35623169  9.35623169  0.
   0.          0.          0.          0.        ]]; [0.]
118; [[ 0.23158836 10.28261375  0.          0.23152447  0.          0.
   9.35854149  9.35623169  0.23138046  9.35623169  9.35623169  0.
   0.          0.          0.          0.        ]]; [0.]
119; [[0.43922997 9.18193626 0.         0.4942627  0.         0.
  9.44529724 9.45198917 0.49551392 9.44863892 9.44863892 0.
  0.         0.         0.         0.        ]]; [0.]
120; [[0.43922997 9.18193626 0.         0.4942627  0.         0.
  9.44529724 9.45198917 0.49551392 9.44863892 9.44863892 0.
  0.         0.         0.         0.        ]]; [0.]
121; [[0.43922997 9.18193626 0.         0.4942627  0.         0.
  9.44529724 9.45198917 0.49551392 9.44863892 9.44863892 0.
  0.         0.         0.         0.        ]]; [0.]
122; [[0.43922997 9.18193626 0.         0.4942627  0.         0.
  9.44529724 9.45198917 0.49551392 9.44863892 9.44863892 0.
  0.         0.         0.         0.        ]]; [0.]
123; [[4.20356750e-01 1.12739849e+01 1.43051147e-04 4.20907974e-01
  1.43051147e-04 1.43051147e-04 1.15512066e+01 1.15545502e+01
  4.19523239e-01 1.15539341e+01 1.15539341e+01 1.43051147e-04
